tweets,label
"@kaylinbtw Thanks!  We'll submit a location suggestion, Kaylin.",0
"#EncuestaAlPaso

¿@DominosPizza o @PapaJohns?",0
@Forkboy_Gaming Spicy!,0
@Mister_Bones We'd be happy to share this with the store's owners.  Please feel free to dm us.  Thanks!,1
@DodaDontae @GamebredFighter @PapaJohns @dominos Let's get off the moms seeing as hiw we all just got off yours....,0
@Rico_Hoop @PapaJohns You went corporate on they ass🤣,0
"🔥Скидка 23% на заказ в Папа Джонс!🍕
-—
Проголодались? Тогда скорее делайте заказ в Папа Джонс. А применив наш промокод можно получить скидку 23%! Торопитесь, время проведения акции ограничено

Подробности👇
➡ https://t.co/LDQsPVCwNt

#промокоды #купоны #скидки #Папа_Джонс https://t.co/LgbZGQg7Gd",0
@hoopervill1 @PapaJohns Foo I was so hungry lol,1
"@ZinkkyTV Our fantasy roster:

@ZinkkyTV @selenica101 #papajohns https://t.co/K5NhDZYUes",0
@Rico_Hoop @PapaJohns 🤣🤣🤣🤣🤣 bro what’s wrong wit you,-1
"Check out my video and if you like my content consider subscribing to my channel. #PapaJohns #PhillyCheesesteakPapadia #OutlawsGeneration
https://t.co/cd6PTxTLu4",0
@attorneycherika @PapaJohns That actually looks good to me,1
I think I hate @PapaJohns BBQ sauce 🤢,-1
@Hud_ChiliKing @Bojangles @LetsKrystal @kfc @PapaJohns It’s bo time baby,0
@Ag3nt_X @GamebredFighter @PapaJohns @dominos Only when your mother comes over for dinner.,0
Over excessen in franchiseland gesproken. Zelfmoord als gevolg van opgebouwde schulden. Het persoonlijk leed als gevolg van deze vorm van ondernemen wordt onderschat. Tweet nav beslag bij @PapaJohns pizzaketen https://t.co/Zg2uOaC1nQ,0
I'm a simp for @PapaJohns,0
@ProfitsWin @PapaJohns @StarbucksCanada @McDonalds Thanks for the screenshot,0
Wish there was a pizza place opened 24 hours @pizzahut @dominos @PapaJohns @godfatherspizza @littlecaesars y’all slackin Fr,0
What observations can you make by comparing both charts? @pizzahut @dominos @PapaJohns @papamurphys https://t.co/kIoGvXpsTu,0
"Fake it up, bring it down, then bring it up again. Almost as good as @papajohns carryout large one topping pizza for $8.99 https://t.co/NbSDGF1WEm",1
@JohnnySciFi @DizzyBea23 @AlitaMovie @PapaJohns @dominos @littlecaesars @pizzahut 😍 https://t.co/XNe8t7w50L,0
@JohnnySciFi @AlitaMovie @PapaJohns @dominos @littlecaesars @pizzahut HAHAHA that is Brilliant Johnny,1
Literally @PapaJohns! 😉👍 #BringTheHeat #BetterIngredients #BetterPizza https://t.co/hApS0LfouX,0
@sidemaitaru @PapaJohns papa :(,0
"they are right. my sandwich cant do this. im so insecure
https://t.co/WWGcexVm10",-1
@mofumofuen @PapaJohns he’s taking a while https://t.co/zhB0LQ5o6a,0
@sidemaitaru @PapaJohns let the papa decide :/,0
@mofumofuen @PapaJohns @PapaJohns u know the answer already   He likes ur pizza https://t.co/osXQSTVChZ,0
. @PapaJohns do you like him https://t.co/xIEfv70hsN,0
. @PapaJohns  pick your favorite one. i will order pizza if you do https://t.co/P9RFQ6oElo,1
@GamebredFighter @PapaJohns @dominos CTE is kicking in if you think you invented folding pizza...,0
@PapaJohns Are you happy to blatantly rip off the p'zone from @pizzahut or are you playing the role of ignorant inferior?,1
@PapaJohns its been 45 minutes wheres my pizza,0
@PapaJohns Hello my message is for Papa John. I have seen you on David Harris Jr. Anyway like you I want to get into the sweets industry however the sweets I want to make are good for you not junk. I am asking if there is away I can talk with you. my product uses 3 ingredients.,1
"@PapaJohns bruh, it took 2 hours for our pizza to get here and then the guy shows up like no big deal and the pizzas are cold. It's almost 1am 😒",-1
"Back at this shit again, life's been good but there's still racism in the world and I'll stop at nothing to bring Pap a John down. One pizza at a time folks https://t.co/tP6jydxHgL",1
@HarbisonNatonya @PapaJohns Proud of you Fam!!!,1
"Check out my video and if you like my content consider subscribing to my channel. #PapaJohns #PhillyCheesesteakPapadia #OutlawsGeneration
https://t.co/cd6PTxCaCw",0
@DodaDontae @GamebredFighter @PapaJohns @dominos That’s funny,1
@maddiesueQ @PapaJohns I had @dominos tonight and it was delicious just saying,1
@maddiesueQ @PapaJohns I need you to lift up that she’s give me a looksee,0
@_MalikahK 💯,0
Aye @dominos it’s cold out here and y’all playing. I’m fenna take my business to @PapaJohns,-1
@PapaJohns your commercial on the ZAGs game tonight is awful!!,-1
Pizza was delivered at 8 I’ve been busy cleaning and go to eat a piece why is it pineapple pizza !!!!! @PapaJohns y’all got me messed up !,1
@DrakeGatsby @wiIIyoubemygf @PapaJohns @PapaJohns,0
@Deacon_Yomouf @PapaJohns @GamebredFighter With tapatio inside,0
@Deacon_Yomouf @PapaJohns @GamebredFighter #gamebreadpizza,0
Tonight I had the honor of speaking on a panel with these two phenomenal women on behalf of @PapaJohns; what an honor to share the passion of supplier diversity; we had a good attendance.  #supplierdiversity #diversityandinclusion #bettertogether https://t.co/msrhCIzeac,1
@LandonDurham84 @PapaJohns https://t.co/y5cRwcKUOM,0
85% of the time I would choose @PapaJohns over @dominos when it comes to chain pizza places buuut that 15% I choose @dominos strictly because of their philly cheese steak pizza that thing is the mf truth!,0
"COUGS WIN = 🍕🍕🍕

1/2 off @PapaJohns tomorrow!!

#BYUhoops #GoCougs https://t.co/PzinSeIwGe",1
"God as my witness, huge @PapaJohns advocate. The Papadia is an embarrassing misappropriation of good Tex-Mex. Absolute garbage. Stay in your lane of hand-tossed or thin crust, and go and prosper.",1
@PapaJohns BRING PAPA JOHN BACK,0
@FlubbaDubbaPhil @GregBeckius @Mark_Trapp16 @TaylorHennager @PapaJohns @PapaJohns is sorry to hear you had a bad experience. Please tell them about it by contacting their customer service hotline at 555-thisisanautomatedresponse,-1
Next person to mention hiring Mark Jackson has to eat a Papadia https://t.co/mwKMdcHwQh,0
@PapaJohns @StarbucksCanada @McDonalds $BYND https://t.co/soAeT391KG,0
Ordered Pizza tonight. From where you ask? From @PapaJohns of course! Why? Because other pizza places do not compare to the taste and quality of Papa Jonh’s #pizza #papajohns #dinner #yummy https://t.co/YkSqk8kKye,-1
@DodaDontae @GamebredFighter @PapaJohns @dominos You probably do that on the DL anyway!,0
"This is just a calzone.
@PapaJohns https://t.co/CNtDbW4vCa",0
Planning on reviewing a Bojangler from @bojangles and a Fish Slider from @LetsKrystal this weekend.  Looks like we'll be at @kfc for the donut chicken sandwich next week.  We also have to try the other 2 Papadias at @PapaJohns.  We're gonna be busy!,-1
@PapaJohns Would it be within the false fathers interest to fix their app?? It’s not working period.,-1
"Dear @MrBeastYT , @papajohns gave me 2 codes for an order of 8pc wings NO EXPIRATION! I’m willing to #trade them for a #newcar #kiasorento #feedmemore #fairtrade 🐓🚙",1
Hey @PapaJohns if you gave @GamebredFighter an endorsement I might even start eating your pizza,0
@PapaJohns really just folded a thin crust pizza and called it a Papadia...y’all got me with this one,-1
"@AndreaNobody ¡Tus deseos son ordenes! 🍕
#PapaJohns a un clic https://t.co/khxWNNzPoH 😋
Pregunta por nuestro borde de ajo y parmesano, ¡puede que te enamores! 🥰 ¡Buen provecho!",0
@jonnybluntz @PapaJohns Since I ordered a 16 piece they gave me 2 8 piece codes,0
@PapaJohns Now you’ve done it.  I’m totally addicted to the Papadias!!,-1
"@miguevnm ¡Obvio #PapaJohns! 🤤 
https://t.co/4FGwhtNKdD https://t.co/pYZt6bL8WE",0
@PapaJohns Its what's for dinner,0
@papajohns follow me and i’ll buy a pizza,0
@PapaJohns Ok thanks,1
@PapaJohns @dominos or @littlecaesars who should I order from tonight? Maybe @pizzahut they bring beer. You other guys going to bring a sixpack?,-1
Maybe it’s a glitch in the system just got a text from @PapaJohns that’s it’s on the way and it’s been only 20 mins. They told me 89-99 minutes so we about to see🧐,0
@PapaJohns really told me 89-99 minutes before my pizza arrives!! Like really? I’m so hungry and my kids will be hungry and sleep by that time 🤦🏽‍♀️,1
@gunowner86 @PapaJohns 😂😂😂😂😂,0
@PapaJohns 93701! 😭,0
@GamebredFighter @PapaJohns @dominos Damn straight..👊💯,1
"@kaylinbtw We wish there was, too! Can you please let us know your zip code?",0
@rareeves We're sorry - this only offered in a small at this time. We will let our team know you would like to see other sizes!,-1
@Miichaela18 🙌 We are so glad you like it!,1
"When I eat pizza, I give my dog some pepperoni and call him Pup-uh Jones @PapaJohns",0
@Dare2Sleep @PapaJohns Stores get delivery fee,0
"Hey @PapaJohns , you guys have a driver in Valley, AL in desperate need of some recognition and a raise. Get at me for details.",-1
@PapaJohns I ordered Honey Chipotle... I got Buffalo :( https://t.co/EsXsOgWWLe,0
i ordered this pizza bc of this review and what i received looked nothing like the pizza in this review @PapaJohns i hate you why make a pizza $18 and not even add the correct amount of cheese https://t.co/7HNumjNrff,-1
@wiIIyoubemygf @PapaJohns @PapaJohns,0
@PapaJohns you gotta do better how y’all deliver my pizza to the wrong damn house. 🙄😁,0
@papajohns used to have the best promo Codes......😔,1
"@PapaJohns @StarbucksCanada @McDonalds Notice the McDonalds and Starbucks Canada deleted the tweets, did they let the cat out of the bag too soon. Guess Beyond didn't want the news released yet? hmmm?",0
@JM_Bartlett @PapaJohns He hates me right now,1
@maddiesueQ @PapaJohns Oh I know all about it lmao,1
@JM_Bartlett @PapaJohns Ask your brother. I’m mad as hell,-1
"$BYND 👀

waiting on:

- ER Feb 27th
https://t.co/SYw7lTKcOX

- @PapaJohns Spain partnership
https://t.co/6BwrGhqd0D

- @StarbucksCanada trial starting March 1st
https://t.co/neTXWu5yKQ

- @McDonalds partnership?
https://t.co/BtaDYFSW8M

- China Q1 2020
https://t.co/5CGD6jCJ5w",0
@maddiesueQ @PapaJohns Beat er ass sea bass,-1
@PapaJohns BRING ME MY PIZZA,0
"The lady at @PapaJohns just argued with me for 15 min saying she personally made my pizza so she knows it has sauce and she refuses to make a new one. 
Pls tell me where my sauce is, Janet. https://t.co/DBOUhfuMri",1
My sister is bringing me @PapaJohns  &amp; I’m literally so excited 😍😍😍😍😍😍😍😍,1
@PapaJohns Pizza time https://t.co/VL991QFXbr,0
@TaylorHennager @PapaJohns @PapaJohns finna get dragged,0
@PapaJohns Papa John's its what's for dinner,0
"@TaylorHennager @PapaJohns what a tragedy! sad, really... @pizzahut never forgets their crust toppings",-1
@GregBeckius @Mark_Trapp16 @TaylorHennager @PapaJohns Mine actually showed up with only 1 slice. What gives?,0
"@PapaJohns tonight's pizza was a total fail. From appearance to taste. When contacted store, manager says ""to busy to come to phone and cant do anything about it""... (Naranja,Fl location, Manager- Torrey) https://t.co/k89dOkLU1Y",-1
@PapaJohns  I am loyal to papa johns.... but yall disappointed me tonight. My jalapeno peppers were all bread. My papadia thing was a folded pizza and my special seasoning..... well it was empty... https://t.co/fEqGJcgJN4,-1
"@Mark_Trapp16 @TaylorHennager @PapaJohns @PapaJohns this is unacceptable! If Papa himself can eat 30 in 30 days, this poor guy can get his parm crust!",-1
@PapaJohns can y’all fix the app! I want some pineapple pizza,0
@DavidJuRs @PapaJohns_sv Porfitas!!!! Te amo❤,0
@PapaJohns hi what's up with your website? I just want to see the menu,0
"@PapaJohns @t_rockk23 *she, I thought the username was jay. I apologize",0
@PapaJohns Seriously? I’ve been on hold to my local store for 20 minutes with them knowing I have a complaint. Called the 877 customer care # was on hold for 5 minutes when a person picked up and couldn’t understand me then the phone went dead. I still have a complaint. Now what?,-1
"Hello, the @PapaJohns my order was missing the Parmesan crust.",-1
@pizzahut But my @PapaJohns was pretty golden tonight. 🍕🍕 https://t.co/NATt5q2yEr,1
Hey @dominos @pizzahut @ToppersPizza it is 2020 why is vegan cheese not an option also I guess @papajohns,0
Comic book and gaming club @imscharger fed by the cafeteria and @PapaJohns @RalphMassullo @WiltonSimpson @CitrusSchools @YuGiOh_TCG @mtgtradingcards https://t.co/dtg9DZh66y,1
"1 more to go!
#700VI #OVI700 https://t.co/tFJkq3PfBa",1
"Wait... these are the new honey chipotle chicken poppers? Kinda dry, @PapaJohns. Not a fan. https://t.co/TaSvndJTaJ",-1
"@PapaJohns @TheSMUSpaz No problem, will do!",0
@BillieKayWWE @PapaJohns When will the beautiful sexy @BillieKayWWE and @PeytonRoyceWWE come back to wrestling,1
"@TheSMUSpaz Whoops - we're sorry! Please DM us, too!",-1
@PapaJohns I am the true heir https://t.co/se1ayHCJkA,1
Want some free lunch? Listen at noon tomorrow and get the keyword to text in to win Lunch With Benefits! https://t.co/mr6XSjf7Ly,1
@PapaJohns Yummy!!!😘,0
"@PapaJohns I ordered from Junction City KS. Quoted about 45 minute delivery time. After 60 minutes go by, I call. Lady offers to redeem the bucks I have in my acct for it. How is that doing anything for me? After 70 minutes, it finally arrives. Pizza is slightly warm. Not happy",1
"@PapaJohns  you got rude people who forgets the sauce peppers then get smart with the person who buys you""r stuff",-1
@DrakeGatsby @PapaJohns,0
@KingSalms @specks87 @AskPapaJohns @PapaJohns haha get fucked becky,-1
"@CryptoRedWine @PapaJohns @Leve_raged I eat the same one, I like the herby crust",0
"Best frozen pizza available in a grocery store... 

Prove me wrong !

Imagine buying a @PapaJohns with #bitcoin now haha 😄!
@Leve_raged https://t.co/cmi4GS39U3",1
"Hey @pizzahut Do your reward points expire? Switching to you from @PapaJohns because theirs does now, and it used not to.
#pizzawars",0
@BillieKayWWE @PapaJohns Enter code: “IICONIC” for 50% off😉,0
@BitsDead @PapaJohns 🤣🤣🤣,0
"Check out my video and if you like my content consider subscribing to my channel. #PapaJohns #PhillyCheesesteakPapadia #OutlawsGeneration
https://t.co/cd6PTxTLu4",0
@PapaJohns @BillieKayWWE Done ✅,0
I literally eat @PapaJohns atleast once per week... we need to talk business,0
@PapaJohns @BillieKayWWE https://t.co/ta6byO516a,0
"@PapaJohns 
Dough/crust looks like they used too much flour https://t.co/H4Y8JokiKv",1
"@PapaJohns @dustinpari @BillieKayWWE What the hell, man, I kicked this idea off?!?",0
@PapaJohns can you make this offer extend to Richmond. Kthnx @Capitals #ALLCAPS https://t.co/6GBbNLT7Jy,0
Hey @PapaJohns. What’s the point of call-ahead ordering when it’s past the time it was supposed to be here? I ordered the #pizza hours ago to be delivered AT 6pm. It’s almost 10min late. Maybe I should take my #business elsewhere. #YouHadOneJob #PizzaFail,-1
@JimH1923 @PapaJohns https://t.co/GFvD7IwSfU,0
"@PapaJohns fellow pizza guy and in Frankfort, Ky. Want to trade photos and follows? https://t.co/SpnFD5aizF",0
@BitsDead @PapaJohns 🤣🤣🤣🤣 they're just bad pizza.,-1
Soooooo @PapaJohns @AskPapaJohns you guys aren’t bringing back the cinnapie 👀 I’ve been waiting for YEEEAARRRS!,0
@JimH1923 @PapaJohns Because Papa John’s is just a poor man’s Round Table. https://t.co/Lp4ErwDrQr,1
"Hey @PapaJohns, the Papadia is just a poor man's Calzone.",-1
@dustinpari @BillieKayWWE Truly iconic.  Can you both DM us?,1
@PapaJohns I’m disappointed that you only offer small gluten-free pizza. No large?,-1
"@GamebredFighter @PapaJohns @dominos Nah fuck Papa jhons, id rather eat dry ramen with dog shit toppings.",-1
@PapaJohns 🤩,0
"@BillieKayWWE @PapaJohns Dear Billie,

If this somehow works out for you, anyway I could get a couple of pepperoni mushrooms with extra cheese sent my way?

Sincerely,
Me

PS. You and Peyton are great, get back on my TV!",1
@BillieKayWWE @PapaJohns Yes! I’m with you. #IICONICpizza 🍕,0
"@TheBattlefrontR @PapaJohns Not for 6$, if there is a full priced one somewhere in the menus it would.",1
@PapaJohns It goes a little something like this... I’m picturing a pizza slice instead of a microphone 🍕 https://t.co/OwFHe5otCP,-1
@BillieKayWWE Welllllll then show us your best pizza pose 🍕,1
There’s supposed to be extra cheese on it yet it looks like it was backed on the sands of the Sahara Desert? Cmon now. @AskPapaJohns @PapaJohns https://t.co/ig0a4iMG28,0
"@dominos talks a good game, but they mess up a Simple pizza order; it’s just too bad I guess. 
Just ordered from @PapaJohns and talked to the store manager while I was there: He says any day of the week they’ll make a better pizza than Domino’s &amp; Welcomed me to the “family” lol👍🏼",1
@PapaJohns  How long does it take to prepare a pizza after it's already baked and out of the oven. over 15 minutes is way to long to just slice a pizza and put it in a box.,-1
@PapaJohns Supply me with the pizzas I will go in I got nothing to lose.,0
@McCardboardPics @PapaJohns Ohh so it doesn’t work if I’m tryna get a papadia,0
